id,budget,original_language,genres,popularity,release_date,runtime,title,revenue
734,4000000,ko,,6.314697,3/29/2002,121,Sympathy for Mr. Vengeance,1954937
735,150000000,en,,26.024868,2/11/2016,108,Zootopia,1023784195
736,40000000,en,,12.337898,7/16/1992,89,Honey I Blew Up the Kid,58662452
737,8250000,en,,11.840985,11/8/1951,171,Quo Vadis,30000000
738,8000000,en,,1.194377,4/22/1988,91,Permanent Record,1893139
739,40000000,en,,14.384554,9/15/2016,134,Snowden,37279439
740,40000000,en,,15.010525,4/1/2005,124,Sin City,158733820
741,0,en,,6.617717,8/17/1989,86,Blind Fury,2692037
742,0,en,,0.000578,11/15/1991,92,And You Thought Your Parents Were Weird!,402539
743,967686,en,,11.934045,5/7/2010,101,Four Lions,4270000
744,35000000,en,,10.794556,4/2/2010,92,Furry Vengeance,39340177
745,12000000,en,,15.297121,12/7/1982,96,48 Hrs.,78868508
746,14000000,fr,,11.090265,5/22/2007,112,The Diving Bell and the Butterfly,19777647
747,50000,en,,11.329733,2/22/2007,103,The Signal,249905
748,6000000,en,,9.023686,8/26/2015,96,We Are Your Friends,11122090
749,0,en,,4.725759,11/9/2012,91,Cirque du Soleil: Worlds Away,34153101
750,25000000,en,,7.257679,4/9/1999,107,Never Been Kissed,84565230
751,30000000,en,,6.734065,4/6/2005,103,Fever Pitch,50451307
752,50000000,en,,9.91556,1/24/2008,92,Rambo,113244290
753,0,en,,0.358968,10/21/1998,100,Lenny Bruce: Swear to Tell the Truth,21350
754,4500000,en,,11.578578,7/5/1980,104,The Blue Lagoon,58853106
755,6000000,en,,10.505387,4/21/1999,97,The Virgin Suicides,10409377
756,0,en,,2.340967,2/13/1981,96,American Pop,6000000
757,0,cn,,6.188664,6/24/1993,103,Crime Story,194720
758,80000000,en,,7.210383,11/26/2008,88,Four Christmases,163733697
759,0,fr,,6.117335,9/3/2015,99,Lolo,24134
760,23000000,en,,9.604552,8/31/2007,124,In the Valley of Elah,29541790
761,6500000,en,,9.369527,9/5/2005,92,Thank You for Smoking,24793509
762,15000000,en,,7.844705,5/2/2014,95,Walk of Shame,59209
763,2000000,de,,9.02255,3/15/2006,137,The Lives of Others,70000000
764,200000000,en,,26.114917,6/20/2013,116,World War Z,531865000
765,0,en,,2.132858,3/3/1989,115,Scandal,8800000
766,105000000,en,,7.291872,12/3/2015,114,Point Break,133718711
767,40000000,en,,6.159379,2/2/2012,107,Big Miracle,24719215
768,20000000,en,,16.205105,8/17/2007,113,Superbad,121463226
769,0,en,,6.15698,2/7/2014,98,Love Is Strange,2262223
770,16000000,en,,2.549325,12/24/1988,105,Red Scorpion,4192440
771,50000000,en,,10.223582,6/24/2016,139,Free State of Jones,25035950
772,9000000,hi,,2.089842,8/14/2009,135,Kaminey,18130000
773,0,en,,5.063701,4/4/1997,110,Inventing the Abbotts,5926128
774,0,en,,0.001272,10/6/2000,75,Live Nude Girls Unite!,48752
775,0,en,,14.67986,3/12/2010,97,13,3317662
776,0,en,,2.92387,4/8/2011,40,Born to Be Wild,7732325
777,130000000,en,,9.566135,11/18/2008,165,Australia,49554002
778,150000000,en,,15.884744,12/16/2016,103,The Great Wall,331957105
779,22500000,en,,18.908782,11/4/2016,116,Nocturnal Animals,29252978
780,0,en,,12.553657,2/8/2008,112,"Definitely, Maybe",55447968
781,5000000,en,,8.645067,1/20/2017,87,Table 19,3305592
782,13000000,en,,4.654312,2/5/2016,123,I Saw the Light,1646788
783,40000000,en,,13.689855,11/20/1989,108,Back to the Future Part II,332000000
784,0,en,,4.582718,7/10/1992,105,Prelude to a Kiss,22697691
785,0,en,,2.614785,9/10/1993,90,Undercover Blues,12416686
786,2500000,en,,2.296734,1/10/1993,95,"Bodies, Rest & Motion",764083
787,19000000,en,,8.385361,7/10/2004,95,A Cinderella Story,70067909
788,1601792,es,,2.329513,5/15/2005,96,Battle in Heaven,253527
789,0,en,,3.457153,1/25/2015,89,Meru,2334228
790,94000000,zh,,6.587711,12/15/2011,145,The Flowers of War,95311434
791,1300000,en,,5.184013,1/15/1971,99,Vanishing Point,72266306
792,40000000,en,,17.496832,11/17/1989,83,The Little Mermaid,222300000
793,13000000,en,,10.890236,12/15/2000,83,"Dude, Where’s My Car?",73180723
794,40000000,en,,2.947411,11/27/2002,93,Extreme Ops,10959475
795,25000000,en,,14.141837,12/17/2010,116,The Fighter,93617009
796,13000000,en,,24.515462,8/30/1991,90,Child's Play 3,20560255
797,8,ko,,4.222195,8/4/2005,133,Welcome to Dongmakgol,33579813
798,0,en,,5.159349,4/19/2015,102,Ashby,4631
799,0,en,,3.215954,3/31/2009,89,From Within,66456
800,110000000,en,,16.747793,6/10/2010,117,The A-Team,177238796
801,5000000,en,,8.585856,7/30/2015,108,The Gift,58978653
802,3000000,en,,12.822085,5/27/2016,94,Love & Friendship,14016568
803,7000000,en,,3.18614,8/1/2010,108,The Extra Man,453079
804,15000000,en,,11.179855,11/8/1973,83,Robin Hood,32056467
805,20000000,en,,10.605851,2/7/2003,72,The Jungle Book 2,135680000
806,14000000,en,,11.535478,3/2/2012,119,Red Lights,13551174
807,3000000,en,,7.351028,1/18/2001,100,Super Troopers,18492362
808,0,tr,,4.433261,9/23/2011,150,Once Upon a Time in Anatolia,138730
809,0,en,,13.567726,7/5/2013,90,A Field in England,32846
810,75000000,en,,18.311054,10/13/2016,121,Inferno,220021259
811,42000000,en,,9.874043,5/13/1999,124,Notting Hill,363889678
812,0,en,,5.50751,8/16/1985,113,American Flyers,1400000
813,33000000,en,,11.840557,9/18/1998,98,Rush Hour,244386864
814,15000000,en,,3.94159,10/20/2006,95,Flicka,21000000
815,50000000,en,,12.229381,8/9/1996,97,Escape from L.A.,42277365
816,32000000,en,,11.119707,9/23/2005,96,A History of Violence,60740827
817,12000000,en,,9.592265,2/16/1996,92,Happy Gilmore,41205099
818,100000,en,,1.522753,8/1/1972,90,The Legend of Boggy Creek,22000000
819,0,en,,14.307672,12/17/2015,92,Alvin and the Chipmunks: The Road Chip,233755553
820,1000000,en,,2.678923,11/23/2001,107,Sidewalks of New York,2402459
821,4000000,en,,5.350658,9/2/2013,99,The Sacrament,9221
822,886000,en,,6.507597,8/27/1936,103,Swing Time,2600000
823,50000000,en,,9.082538,10/15/2004,107,Shall We Dance?,170128460
824,0,en,,9.555852,3/7/1962,81,Premature Burial,1250000
825,110000000,en,,8.555544,4/2/2004,76,Home on the Range,103951461
826,2700000,en,,7.048957,2/10/2004,80,Before Sunset,15992615
827,3860000,zh,,8.959821,1/8/2013,130,The Grandmaster,64076736
828,10000000,zh,,3.759301,7/10/2015,89,Monkey King: Hero Is Back,150000000
829,54000000,en,,11.415316,8/1/2003,121,Gigli,7266209
830,500000,en,,0.892007,1/1/2009,78,Peter and Vandy,11276
831,6000000,en,,2.447359,12/16/1976,139,A Star Is Born,161000000
832,12000000,en,,8.032616,11/19/2008,110,Two Lovers,3148182
833,150000000,en,,28.505341,6/10/2005,140,Batman Begins,374218673
834,14500000,fr,,5.892859,1/29/2003,82,Taxi 3,65497208
835,30000000,en,,10.778028,6/30/2011,98,Larry Crowne,36160375
836,0,en,,0.91273,3/8/1990,91,The Fourth War,1305887
837,0,en,,8.870325,5/14/2010,100,Just Wright,21520719
838,150000000,en,,29.36178,5/13/2015,120,Mad Max: Fury Road,378858340
839,0,en,,7.464981,8/31/2006,126,Hollywoodland,16803753
840,4000000,en,,5.296777,4/8/1988,86,Bad Dreams,9797098
841,10721568,hi,,1.68625,2/19/2016,122,Neerja,2978994
842,0,en,,4.581577,8/18/2006,97,Material Girls,11449638
843,0,en,,0.727837,4/20/2000,104,Me Myself I,369975
844,20000000,en,,5.219667,7/18/2013,85,Khumba,27187375
845,355000,en,,7.503126,2/12/1931,72,Dracula,1012189
846,54000000,en,,17.185349,12/24/1990,162,The Godfather: Part III,136766062
847,20000000,en,,16.01076,12/22/2016,120,Gold,7227038
848,24000000,en,,2.818802,11/14/1997,102,One Night Stand,2642983
849,6400000,hi,,1.856101,6/21/2013,140,Raanjhanaa,18000000
850,1,en,,8.159556,2/5/1936,87,Modern Times,8500000
851,6000000,en,,9.424157,9/1/2006,121,The Last King of Scotland,48027970
852,15000000,en,,2.936443,1/26/1996,90,Big Bully,2042530
853,0,en,,13.177741,11/4/2016,108,The Secret Scripture,152761
854,0,en,,6.853782,3/13/1986,111,Gung Ho,36611610
855,2196531,fi,,0.947509,12/30/2005,107,FC Venus,2411594
856,0,en,,1.199003,9/6/2008,105,More Than a Game,887029
857,7000000,en,,11.37237,10/17/2003,109,Sylvia,10000000
858,59000000,en,,17.328902,3/10/2002,81,Ice Age,383257136
859,9750000,en,,11.387338,10/21/2008,99,The Lazarus Project,558000
860,13000000,en,,5.53202,9/23/1988,115,Dead Ringers,8038508
861,24000000,en,,4.197544,11/21/2001,89,Out Cold,14782676
862,17000000,en,,12.01525,4/5/2013,91,Evil Dead,97542952
863,0,en,,0.007294,5/13/2011,82,"Hey, Boo: Harper Lee & To Kill a Mockingbird",26488
864,0,en,,2.20137,9/12/2015,87,He Named Me Malala,2642899
865,0,en,,1.489895,9/12/2005,111,Wassup Rockers,634074
866,50000000,en,,5.91265,11/8/2006,114,Goya's Ghosts,9448082
867,151000,el,,1.879162,5/24/1960,91,Never on Sunday,8000000
868,0,en,,1.404434,11/22/1991,109,Close My Eyes,135893
869,88000000,en,,6.363884,6/2/2005,144,Cinderella Man,108539911
870,31000000,en,,15.672195,4/7/2006,125,Tristan & Isolde,28000000
871,4000000,en,,6.737142,9/6/2007,85,Battle for Terra,6101046
872,0,de,,6.065049,11/24/2009,124,Rabbit Without Ears 2,48720000
873,0,en,,1.689926,8/24/2007,108,Illegal Tender,3106835
874,50000000,en,,6.752119,10/13/1995,135,The Scarlet Letter,10382407
875,15000000,en,,16.018525,1/17/2013,100,Mama,146497771
876,36000000,en,,7.926621,5/2/1997,95,Breakdown,50159144
877,0,en,,3.043177,11/22/1985,136,White Nights,42160849
878,50000000,en,,9.995617,9/30/2011,84,Dream House,38502340
879,0,en,,8.207548,4/17/1998,107,Major League: Back to the Minors,3572443
880,13000000,en,,11.29356,3/1/2013,93,21 & Over,48065672
881,7700000,en,,6.914615,2/14/2011,123,Coriolanus,1072602
882,200000000,en,,17.285093,3/3/2010,108,Alice in Wonderland,1025491110
883,57000000,en,,9.421301,12/10/2011,95,Ghost Rider: Spirit of Vengeance,149217355
884,25000000,en,,14.31675,1/26/2012,117,The Grey,77278331
885,0,ru,,2.115609,12/26/2013,85,Ivan Tsarevich & the Grey Wolf 2,18315000
886,0,en,,6.970037,7/19/1978,104,Revenge of the Pink Panther,49579269
887,0,en,,0.223633,12/24/2012,100,Thy Womb,306
888,20000000,en,,10.680121,11/26/2008,128,Milk,54586584
889,5000000,en,,6.719949,2/22/2002,95,My Big Fat Greek Wedding,368744044
890,0,en,,1.818561,1/18/2002,94,Long Time Dead,13102295
891,0,en,,1.698895,3/24/1989,105,Dead Bang,8125592
892,37000000,en,,10.722672,8/1/1986,110,Howard the Duck,37962774
893,0,en,,2.564695,6/17/2011,89,Buck,386749
894,25000000,en,,6.570918,8/13/1999,100,Brokedown Palace,13000000
895,50000000,en,,6.824871,9/28/2001,113,Don't Say a Word,100020092
896,0,en,,3.507084,3/10/1978,111,Gray Lady Down,5438927
897,12000000,en,,14.21769,8/11/2006,104,Step Up,114194847
898,20000000,en,,8.157587,3/27/1985,121,Ladyhawke,18432000
899,0,en,,5.787334,9/15/2006,88,Everyone's Hero,16627188
900,12000000,ta,,1.323587,6/14/2007,185,Sivaji: The Boss,19000000
901,20000000,en,,11.112153,4/4/2012,93,The Cold Light of Day,16863583
902,0,fr,,1.568839,3/19/2014,95,The Missing Picture,52164
903,185000000,en,,12.577266,5/21/2008,122,Indiana Jones and the Kingdom of the Crystal Skull,786636033
904,0,en,,1.833948,3/16/1984,113,Tank,14134877
905,100000000,en,,13.473381,12/21/2005,90,Fun with Dick and Jane,202026112
906,16000000,en,,8.34322,7/21/1989,96,When Harry Met Sally...,92823546
907,250000000,en,,20.58258,7/16/2012,165,The Dark Knight Rises,1084939099
908,31000000,en,,14.004074,12/20/1985,161,Out of Africa,128499205
909,9600000,en,,6.133745,9/12/2015,121,Truth,2541554
910,0,en,,6.770051,9/13/2012,84,The Bay,30668
911,0,ko,,4.333617,9/5/2013,89,Moebius,2340
912,3500000,fr,,1.333969,6/15/2016,105,In the Forests of Siberia,1492523
913,25000000,en,,11.829231,7/4/2013,105,Man of Tai Chi,2054941
914,50000000,en,,7.66124,2/14/1997,121,Absolute Power,50068310
915,9000000,en,,8.475983,8/12/2016,120,Anthropoid,4600000
916,0,ja,,7.916658,8/25/2012,134,Rurouni Kenshin,61700000
917,6500000,en,,8.344282,4/9/1999,98,Go,28451622
918,0,en,,1.679042,1/7/1994,80,Cabin Boy,3662459
919,940000,ta,,0.739665,4/17/2015,138,O Kadhal Kanmani,5100000
920,0,en,,1.047417,8/14/1987,96,North Shore,3832228
921,0,en,,5.383766,11/13/1987,97,Hello Mary Lou: Prom Night II,2683519
922,5000000,en,,6.585405,10/12/1989,96,Halloween 5: The Revenge of Michael Myers,11642254
923,0,en,,10.177977,4/7/1995,78,A Goofy Movie,35348597
924,7000000,en,,7.218957,5/19/1991,127,The Indian Runner,191125
925,0,es,,1.926826,11/15/2013,0,¿Quién mató a Bambi?,850259
926,5000000,en,,7.392294,3/14/2014,91,Better Living Through Chemistry,75143
927,40000000,en,,7.473718,2/26/1999,123,8MM,96618699
928,195000000,en,,11.606061,2/27/2013,114,Jack the Giant Slayer,197687603
929,0,en,,5.093586,7/5/2013,99,Hammer of the Gods,641
930,5000000,en,,9.841623,7/13/1981,116,Time Bandits,42365581
931,28000000,en,,10.445141,3/14/2003,102,Agent Cody Banks,58795814
932,143149,ur,,0.091951,5/21/2015,94,3 Braves,645135
933,57000000,en,,11.626116,10/8/1993,115,Demolition Man,159055768
934,163000000,en,,10.958669,7/29/2011,119,Cowboys & Aliens,174822325
935,40000000,en,,49.247505,2/8/2017,122,John Wick: Chapter 2,171539887
936,0,en,,6.816276,5/8/1987,93,Hot Pursuit,4215859
937,0,ta,,0.569463,7/3/2015,181,Papanasam,14000000
938,0,en,,1.54105,3/22/2013,100,Ip Man: The Final Fight,37884
939,1500000,en,,5.875708,10/20/2012,90,Best Man Down,1938
940,558000,en,,1.41344,12/26/1931,89,Mata Hari,2227000
941,8000000,en,,5.052049,4/28/2006,112,Akeelah and the Bee,18948425
942,180000000,en,,19.467404,5/28/2014,97,Maleficent,758539785
943,2000000,en,,12.792394,4/10/2014,85,Locke,4635300
944,0,ja,,6.080108,7/6/2001,75,Pokémon 4Ever: Celebi - Voice of the Forest,28023563
945,16000000,ko,,4.136356,6/6/2009,120,Tidal Wave,11301649
946,35000000,en,,4.386145,2/8/2008,114,Welcome Home Roscoe Jenkins,43650785
947,100000000,en,,12.845045,12/8/2010,103,The Tourist,278731369
948,0,en,,1.954153,11/4/1994,89,Oleanna,124693
949,44000000,en,,11.924462,5/21/1985,96,Rambo: First Blood Part II,300400432
950,13000000,en,,1.884204,4/17/1986,100,Wise Guys,8475466
951,40000000,fr,,5.996407,8/21/1992,120,Christopher Columbus: The Discovery,8251071
952,25530000,en,,4.557006,5/17/1996,95,Flipper,20080020
953,0,en,,0.985785,7/26/1967,93,Luv,1000000
954,17000000,en,,7.812646,4/20/2012,111,To Rome with Love,73244881
955,0,en,,12.945544,11/26/2015,120,A Bigger Splash,1982505
956,13000000,en,,5.138409,5/18/2012,95,Crooked Arrows,1832541
957,0,en,,5.416273,6/12/2015,89,The Wolfpack,1301696
958,2600000,it,,3.501564,1/2/2004,103,The Card Player,1479042
959,50000000,en,,10.246173,7/29/2011,118,"Crazy, Stupid, Love.",142851197
960,0,en,,11.492174,12/18/1987,106,Batteries not Included,65088797
961,0,de,,9.221178,9/10/2015,115,Fuck You Goethe 2,83027924
962,250000000,en,,19.083723,7/7/2009,153,Harry Potter and the Half-Blood Prince,933959197
963,19000000,en,,9.262184,4/7/1995,118,Bad Boys,141407024
964,11000000,fr,,8.888718,7/12/2011,101,The Monk,807535
965,800000,it,,11.322173,9/8/1966,121,The Battle of Algiers,921548
966,25000000,en,,9.304901,2/13/1997,93,Vegas Vacation,36400360
967,0,en,,7.832484,4/23/2015,119,Far from the Madding Crowd,30229977
968,3000000,en,,5.254847,9/29/1994,106,Muriel's Wedding,15119639
969,60000000,en,,6.22229,6/11/2008,91,The Happening,163403799
970,80000000,en,,14.75562,8/3/2010,103,The Expendables,274470394
971,4200000,hi,,2.031919,5/23/2014,146,Heropanti,10000000
972,13000000,en,,14.90169,7/18/2013,112,The Conjuring,318000141
973,8500000,en,,12.421754,4/4/1976,138,All the President's Men,70600000
974,11000000,en,,9.659244,8/21/2014,106,If I Stay,78874843
975,17000000,en,,16.574021,7/9/1982,96,Tron,33000000
976,20000000,en,,8.16645,9/17/2010,88,Alpha and Omega,39300000
977,80000000,en,,9.034884,11/2/2000,126,The Legend of Bagger Vance,39459427
978,11000000,it,,5.010563,10/27/2011,0,La peggior settimana della mia vita,12935800
979,60000000,fr,,9.471838,10/18/1999,148,The Messenger: The Story of Joan of Arc,66976317
980,0,en,,1.184009,11/6/1987,99,Russkies,2189047
981,80000000,en,,8.967638,7/23/1999,113,The Haunting,91188905
982,1000000,en,,1.795849,2/1/2000,94,The Broken Hearts Club: A Romantic Comedy,1744858
983,6700000,es,,4.987123,3/3/2016,96,To Steal from a Thief,12118661
984,26000000,en,,11.890138,8/9/1990,115,Flatliners,61489265
985,35000000,en,,13.963892,1/23/2013,118,Parker,46216641
986,0,en,,0.235518,7/1/2011,95,Crime After Crime,58840
987,19000000,en,,2.727017,10/27/1989,117,Dad,19738015
988,0,en,,10.841495,11/22/2012,98,Hitchcock,23570541
989,31000000,en,,14.505987,12/23/1992,157,Scent of a Woman,134095253
990,20000000,en,,4.15656,8/22/2003,84,Marci X,1675706
991,0,en,,7.594022,9/5/2003,106,Touching the Void,13885802
992,0,en,,2.165608,1/19/2014,96,Difret,49667
993,609000,en,,7.122093,9/6/1935,101,Top Hat,3202000
994,22000000,en,,9.763928,12/13/1984,115,Starman,28744356
995,0,en,,7.122938,3/8/1991,111,The Hard Way,65595485
996,6000000,ja,,4.664474,4/24/2004,141,Casshern,1530216
997,15000000,ja,,9.285519,7/29/2016,120,Shin Godzilla,77000000
998,1200000,en,,23.508433,10/1/2004,103,Saw,103911669
999,60000000,en,,6.504927,5/3/2003,92,Daddy Day Care,164433867
1000,0,fr,,10.101183,5/24/1973,115,Day for Night,17808
1001,6788000,en,,7.88101,4/19/1991,103,Drop Dead Fred,13878334
1002,10500000,da,,8.253705,5/22/2014,100,The Salvation,42070000
1003,20000000,en,,10.448481,5/20/1995,106,To Die For,21284514
1004,0,en,,5.185771,9/2/2004,119,A Love Song for Bobby Long,1841260
1005,1000000,hi,,10.766409,9/19/2013,104,The Lunchbox,4235151
1006,73000000,en,,8.884406,11/4/1999,118,The Bone Collector,151493655
1007,2000000,en,,0.717595,2/25/2006,90,Zyzzyx Road,30
1008,0,en,,0.007877,2/5/2011,60,Billy Gardell: Halftime,60
1009,3000000,en,,8.122042,8/1/1986,86,Friday the 13th Part VI: Jason Lives,19472057
1010,25000000,en,,11.338194,12/25/1993,130,Tombstone,56505065
1011,35000000,en,,17.310647,7/17/2015,125,Trainwreck,140795793
1012,0,en,,9.385078,6/28/1985,115,Pale Rider,41410568
1013,17000000,en,,11.03595,9/28/2012,112,Pitch Perfect,115350426
1014,12000000,en,,5.914833,9/17/1993,114,Rudy,22750363
1015,0,en,,6.093938,10/14/2011,105,Texas Killing Fields,957240
1016,9200000,en,,0.882864,10/31/2013,157,Arrambam,21000000
1017,40000000,en,,12.589019,6/16/2006,99,The Lake House,114830111
1018,27000000,en,,9.644085,8/13/2009,109,Case 39,29000000
1019,30000000,en,,12.727269,9/26/2012,118,Looper,47042000
1020,10000000,en,,6.703892,10/14/2016,92,Max Steel,6272403
1021,0,en,,1.081517,2/1/1995,40,The Living Sea,87600000
1022,75000000,en,,12.287636,9/27/1999,114,Three Kings,108000000
1023,0,ja,,2.162495,7/13/2012,71,Pokémon the Movie: Kyurem vs. the Sword of Justice,44057737
1024,0,en,,7.587797,5/13/1983,100,Breathless,19910002
1025,4000000,en,,10.714173,8/17/1979,94,Life of Brian,20045115
1026,0,en,,5.819403,11/6/2013,91,A Case of You,4187
1027,32000000,en,,14.958098,11/25/2009,111,The Road,27635305
1028,0,en,,4.119518,11/11/1983,103,Star 80,6472990
1029,137731,en,,1.78367,9/25/1997,83,Paws,1778391
1030,53000000,en,,8.657365,5/12/1995,116,Crimson Tide,157387195
1031,1800000,en,,5.550496,6/29/2012,93,Beasts of the Southern Wild,21107746
1032,2000000,he,,7.636625,6/25/2008,90,Waltz with Bashir,11125849
1033,5000000,es,,7.66414,3/19/2004,106,Bad Education,40266982
1034,0,en,,5.889414,4/25/1997,92,Romy and Michele's High School Reunion,29235353
1035,0,en,,6.99099,4/2/1968,138,Romeo and Juliet,38901218
1036,15000000,en,,6.617708,8/22/2014,115,When the Game Stands Tall,30127963
1037,280379,en,,8.913793,1/9/1966,90,Dracula: Prince of Darkness,364937
1038,30000000,en,,8.599342,12/3/2006,92,Miss Potter,35078241
1039,135000000,en,,13.047776,6/1/2016,112,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848
1040,0,en,,3.751532,9/11/2012,98,My Awkward Sexual Adventure,45250
1041,40000000,en,,6.475665,12/21/2011,130,Black Gold,5446000
1042,56000000,en,,7.81645,3/4/2005,95,The Pacifier,113006880
1043,100000000,en,,18.932203,11/19/2004,131,National Treasure,347451894
1044,0,en,,0.654549,5/6/1988,89,Salome's Last Dance,331000
1045,2000000,ru,,3.462653,6/6/2008,123,Admiral,38135878
1046,14000000,en,,14.260779,9/11/1987,119,Fatal Attraction,320145693
1047,0,en,,11.067992,11/3/1989,93,Stepfather II: Make Room For Daddy,1519796
1048,15000000,en,,10.527141,4/28/2006,111,United 93,76286096
1049,5000000,en,,8.466725,5/25/2006,97,Clerks II,26888376
1050,60000000,en,,12.789812,12/20/2012,130,Jack Reacher,218340595
1051,68000000,en,,10.466306,8/6/1999,121,Mystery Men,29762011
1052,0,en,,2.59282,10/19/1990,103,White Palace,17487531
1053,50000000,en,,4.909738,11/7/1997,114,Mad City,10541523
1054,0,es,,0.044048,6/4/2004,85,FBI: Frikis buscan incordiar,928391
1055,17000000,en,,6.590093,6/5/2009,98,Away We Go,14899417
1056,0,en,,3.554939,5/3/2012,89,Meeting Evil,525
1057,2500000,en,,3.750365,12/10/2008,90,Sleep Dealer,107559
1058,55000000,en,,15.214342,6/17/2011,94,Mr. Popper's Penguins,187361754
1059,0,en,,13.311827,10/1/1988,102,Heathers,1108462
1060,40000000,en,,12.189038,6/29/1987,130,The Living Daylights,191185897
1061,23000000,en,,11.076971,10/21/1987,163,The Last Emperor,43984230
1062,0,en,,7.356831,2/8/1985,93,Mischief,8692426
1063,1200000,en,,0.584397,6/16/2000,85,Poor White Trash,1404
1064,180000000,en,,18.13542,12/7/2005,143,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",748806957
1065,0,en,,7.489306,5/16/2009,109,Bitch Slap,199436
1066,85000000,en,,12.16276,6/7/2007,122,Ocean's Thirteen,311312624
1067,12000000,fr,,7.594102,11/9/2004,84,District B13,9584131
1068,6500000,en,,8.254209,12/3/1976,114,Silver Streak,51079064
1069,0,en,,0.619481,2/6/1987,111,From the Hip,9518342
1070,2900000,pt,,4.919716,1/16/1998,113,Central Station,5596708
1071,20000000,en,,6.496913,9/1/2007,108,Flawless,6819587
1072,0,cn,,8.461631,7/12/2001,113,Shaolin Soccer,42776760
1073,4500000,en,,6.874828,10/27/2000,102,Requiem for a Dream,7390108
1074,4500000,en,,8.786269,9/10/2010,95,The Romantics,123820
1075,0,en,,7.631049,4/23/2004,109,What the #$*! Do We (K)now!?,10000000
1076,800000,no,,7.974726,1/9/2009,91,Dead Snow,1984662
1077,0,en,,6.437916,1/18/2013,98,Breathe In,15000
1078,20000000,en,,3.782547,8/8/1980,96,Xanadu,22471595
1079,0,en,,6.464826,9/10/2011,95,You're Next,14347000
1080,7000000,fr,,6.868022,5/21/2014,95,"Two Days, One Night",6860853
1081,25000000,en,,7.308162,12/21/2001,83,Jimmy Neutron: Boy Genius,80936232
1082,15000000,en,,13.183804,3/6/1987,110,Lethal Weapon,120207127
1083,0,en,,6.266831,5/14/2014,119,The Disappearance of Eleanor Rigby: Them,985007
1084,15000000,en,,4.643981,2/8/2002,88,Big Fat Liar,52970014
1085,0,en,,0.273694,10/22/2006,97,The War Tapes,254190
1086,0,es,,0.676383,8/13/1983,90,Exterminators of the Year 3000,606694
1087,0,en,,0.192513,7/22/1988,93,Mr. North,1221366
1088,11000000,en,,7.915368,9/22/2006,95,Jackass Number Two,72778712
1089,0,es,,5.759423,10/20/1995,103,The Day of the Beast,4367497
1090,0,en,,10.444048,5/29/2015,120,Love & Mercy,28641776
1091,15000000,en,,14.14078,1/21/2015,108,Ex Machina,36869414
1092,5000000,en,,1.962873,2/28/2014,90,Repentance,1189612
1093,0,nl,,0.190879,10/20/2010,120,Crazy About Ya,3082901
1094,6000000,en,,41.109264,3/14/1972,175,The Godfather,245066411
1095,85000000,en,,14.043416,12/8/2006,136,The Holiday,194168700
1096,58000000,en,,14.686036,11/16/1995,130,GoldenEye,352194034
1097,10000000,en,,5.13955,1/24/2000,93,Saving Grace,26330482
1098,12000000,zh,,2.162781,4/2/2015,90,Wolf Warrior,80000000
1099,38000000,en,,8.898988,1/21/2016,110,How to Be Single,112343513
1100,15000000,en,,3.96986,1/27/1989,96,Three Fugitives,40590000
1101,0,es,,0.481394,12/20/1991,82,El robobo de la jojoya,3370574
1102,0,en,,0.288203,10/1/1987,90,Crazy Love,119919
1103,27000000,en,,3.104943,10/29/1999,124,Music of the Heart,14859394
1104,30000000,en,,7.645827,12/30/2002,113,Confessions of a Dangerous Mind,33013805
1105,13500000,de,,8.969705,2/4/2016,90,Robinson Crusoe,3342697
1106,0,it,,3.701538,2/27/2003,106,Facing Windows,15530077
1107,7200000,en,,5.553737,7/1/1987,99,Mio in the Land of Faraway,2300000
1108,20000000,en,,8.801032,5/7/2013,100,Hummingbird,8352885
1109,95000000,en,,15.297821,12/12/2014,102,Seventh Son,114178613
1110,9000000,en,,19.827546,11/8/1988,87,Child's Play,44196684
1111,0,en,,1.943323,9/16/1994,97,Princess Caraboo,3021629
1112,0,en,,7.936216,7/28/1982,124,An Officer and a Gentleman,129795554
1113,42000000,en,,11.214779,5/3/2017,90,Snatched,60845711
1114,5600000,es,,8.853168,9/15/2009,85,[REC]²,18469680
1115,17000000,en,,10.250997,9/2/2011,105,Seeking Justice,12355798
1116,14000000,en,,9.781451,7/7/1977,125,The Spy Who Loved Me,185438673
1117,40000000,en,,13.02535,5/15/1998,86,Quest for Camelot,38172500
1118,40000000,en,,12.520688,11/1/2001,114,Shallow Hal,141069860
1119,62000000,en,,6.318445,11/17/1995,106,The American President,107879496
1120,39000000,en,,10.296047,10/4/2012,87,Frankenweenie,35287788
1121,8500000,en,,9.099731,7/31/1987,97,The Lost Boys,32222567
1122,4000000,en,,8.16339,7/27/2006,96,Scoop,31584901
1123,8000000,en,,6.040486,5/31/1985,98,Fletch,59612888
1124,44000000,en,,11.342024,3/22/2013,125,The Host,63327201
1125,105000000,en,,20.151037,6/23/2016,100,Ice Age: Collision Course,408579038
1126,60000000,en,,13.214068,4/6/2001,104,Along Came a Spider,105178561
1127,220000000,en,,89.887648,4/25/2012,143,The Avengers,1519557910
1128,75000000,en,,7.116537,1/14/1999,99,Virus,14010690
1129,350000,en,,10.421679,10/15/1981,85,The Evil Dead,29400000
